Column1;userName;content;score;reviewCreatedVersion
1570;Albi dmc;Overall, saya suka interfacenya simple. Tapi ada berapa kendala yang sebenarnya bisa ditingkatkan. Saat masuk, seringkali opsi beli emas dan reksadana hilang dan harus di restart appnya agar kembali lagi, lalu saat menggunakan kalkulator, saat ingin memilih produk lain list akan kembali terlempar keatas sehingga harus kembali scroll kebawah dan mencari dari awal lagi sudah sampai mana. Sisanya sudah cukup nyaman. Terimakasih.;3;1.0.56
1574;Maximillian Tarmidi;Pendaftaran nya agk susah ya?;3;1.0.55
1580;Muhammad Hilyah;Pilihan pembayaran hanya bisa transfer ke BCA atau OVO. Seharusnya bisa transfer ke bank lain atau lewat Gopay dan sejenisnya;3;
1593;L. Samiadji Surja;Dear Developer, Saya selalu dapat unexpected error ketika buka menu emas. Even di update terbaru hari ini. Hp saya asus max. Tolong di perbaiki ya Saya install versi terbaru hari ini, hasilnya tidak bisa saya buka, muncul keterangan Network error;3;1.0.52
1611;Wilson Hiu;ux getting better;3;1.0.46
1612;Fauzi Eka Suryawijaya;Untuk Bareksa emas, kadang suka ada bug klo kita ga bisa masuk ke bareksa emas, minimal memonitor pergerakan emas. Mohon dan tolong aplikasi nya dpt mengupdate bug yg saat ini terjadi. Terima kasih;3;1.0.46
1650;A Google user;Mengapa tidak bisa melihat kinerja reksadana di portofolio kita?harus keluar dulu dari portofolio untuk melihat kinerja reksadana agak merepotkan...;3;1.0.44
1661;A Google user;Tolong diaktifkan lagi fitur login dengan fingerprint;3;1.0.41
1671;A Google user;Can't pay using ovo after install the newer version;3;1.0.40
1682;A Google user;Tidak bisa cek kode promo pada history transaksi. Tambahin fitur ini dan saya ubah menjadi bintang 5;3;1.0.38
1683;A Google user;Pada bagian investasi emas masih terjadi error. Jadi saya tidak bisa akses ke menu emas;3;1.0.38
1706;A Google user;Mohon ditambahkan fitur login dengan fingerprint. Saat ini aplikasi langsung kebuka;3;1.0.36
1711;A Google user;Kenapa nilai unit pembelian dihilangkan?. Sebagai investor tidak bisa mengetahuinya nilai yang telah dibelinya. Diaplikasi tidak nampak dan hanya nampak diwebsite;3;
1720;A Google user;Sangat susah bgt loding pada saat mau pilih produk reksadana di kalkulator;3;1.0.35
1738;A Google user;Bagus, tapi baiknya daftar reksadana bisa diurutkan (sort)berdasar peringkat nilai harian, mingguan, bulanan, ttiwulan dst. Jangan hanya mulai nilai NAV 6 bulan.;3;1.0.34
1739;A Google user;Ganti password susah, tampilan lupa password banyak iklan;3;
1743;A Google user;Saya sudah daftar nunggu verifykasi di email gak ada sampai 3 hari, udah beberapa kali daftar no respons;3;
1749;A Google user;Sistem pembayaran cuman BCA aja, semoga nanti bisa pakai bank lain.;3;1.0.23
1752;A Google user;Habis di update 30/12/19 kok buka app nya langsung masuk tanpa minta fingerprint? Tolong perbaiki;3;1.0.32
1772;A Google user;Why do you remove fingerprint login in the current version ? Bring it back, please !;3;1.0.31
1778;A Google user;Bareksa tertinggal dengan agen lain karena metode pembayaran hanya transfer bank saja. perbanyak opsinya pembayaran lainnya.;3;1.0.30
1779;A Google user;Sayang sekali untuk metode pembayaran hanya bisa dilakukan via transfer bank yang sudah diverifikasi;3;
1780;A Google user;Sudah beres cuman karena hape juga ganti. Saya kasih bintang 3 karena saya suka dengan aplikasinya, cuman penanganan komplainnya buruk. Review sudah sejak Juni 2019 baru direspon Desember 2019;3;1.0.29
1781;A Google user;Setelah diupdate ke versi 1.0.30 jadi langsung masuk tidak perlu login lagi. Untuk update selanjutnya sebaiknya tambahkan opsi PIN juga untuk keamanan aplikasi.;3;1.0.30
1795;A Google user;Yok UI/UX-nya yok, semangat lagi yok buat yang desain. Tolong tambahkan jenis pembayaran virtual account, atau setidaknya bisa transfer lewat e-wallet biar tidak ribet;3;1.0.28
1802;A Google user;Tolong perbaiki fitur fingerprint yg selalu authenkasi gagal;3;1.0.28
1813;A Google user;Tolong dong, udah beberapa versi bug fingerprint yg selalu muncul pas akses layar utama masih ada aja. Tiap kembali ke halaman utama selalu muncul in-display fingerprint, tapi menunya tetap bisa diakses.;3;1.0.27
1819;A Google user;Why is SBN info not available in the app? Only available in desktop version. I think it would be better if it's provided in the app as well.;3;1.0.23
1838;A Google user;"Kenapa tidak bisa login finger print tiba"" dan harus login via email. Tidak praktis. Padahal ada fitur login finger print";3;1.0.22
1841;A Google user;Bad UX;3;1.0.22
1869;A Google user;Aplikasi sudah ok dalam segi tampilan dan performa. Tolong agar ditambah fitur pembayaran lainnya, jangan cuma transfer BCA;3;1.0.21
1870;A Google user;Kalau pakai sidik jari, jadi diminta terus tiap ganti page, agak anoying;3;1.0.20
1875;A Google user;Admin bareksa saya mau tanya untuk pendaftaran akun pake bca xpresi gimana? Kan harus ada buku tabungannya thx;3;1.0.18
1879;A Google user;Niat bikin aplikasi ngga sih nih tiap buka profil investor selalu keluar sendiri udah lama loh ini masih aja blom di perbaiki;3;1.0.18
1890;A Google user;Aplikasinya lancar jaya. Namun perlu ditambahkan beberapa fitur, seperti opsi pembelian SBN. Fitur search nya bagus, tapi tampilannya masih terlalu besar dan pada riwayat keuntungan, mohon ditambahkan kinerja per 1 bulan juga.;3;1.0.17
1893;A Google user;I can not to change my profile data. Please fix it. Thank you;3;1.0.17
1894;A Google user;update terbaru, ketika membuka profil investor selalu crash aplikasinya. mohon bantuannya;3;1.0.17
1901;A Google user;kadang masih lambat buka appsnya;3;1.0.16
1915;A Google user;Sudah bisa login, tapi transaksi saya sejak tgl 26 tidak ada progress.;3;1.0.16
1917;A Google user;kapan pembayaran bisa autodebit? dan tolong tambah platform pembayaran jgn cuma dari bank BCA;3;
1919;A Google user;tolong agar pembelian dan portfolio SBN dapat dilakukan juga di aplikasi agar semua dapat dipantau lewat satu aplikasi saja;3;1.0.16
1926;A Google user;tambahkan: 1. fitur virtual account, 2. perbaiki update ketepatan informasi NAB per hari. terkadang NAB hari rabu masih sama dengan hari senin (tidak up to date);3;1.0.16
1927;A Google user;gak bisa buka prospektus,rincian dsb, munculnya tag html. bug di web view, DOM, atau apalah itu. mohon diperbaiki...;3;1.0.15
1930;A Google user;buat daftar aja susah, bye;3;
1931;A Google user;Getting trouble when download factsheet, it shows HTML code everytime. Please fix this bug !;3;1.0.15
1943;A Google user;Tolong fungsi alert watchlist batas bawah-atas bisa segera difungsikan. Graph untuk review cuma bisa digeser, tanpa bisa melihat nilai aktual pergerakannya berapa, akan sangat membantu jika bisa seperti versi web. Aplikasi reksadana sejenis yang lain UI/UX-nya lebih baik. Harapannya aplikasi bareksa bisa lebih baik sebagai marketplace yg lebih dulu muncul.;3;1.0.15
1974;A Google user;kok gak bisa edit profil ya di app, ketika simpan tidak bisa;3;1.0.14
2000;A Google user;can't log into my account;3;1.0.14
2005;A Google user;server no respond, please fix it;3;1.0.13
2017;A Google user;Simulasinya gk bekerja.;3;1.0.13
2025;A Google user;"Ayolah tampilan UI nya dibuat lebih ""flat design"" seperti aplikasi tetangga";3;1.0.13
2029;A Google user;Cukup bahagia pakai Bareksa, tapi kalau bisa proses top upnya dibuat lebih mudah lagi, misalnya tidak perlu lagi menuliskan nomor pemesanan.;3;1.0.12
2039;A Google user;slow respond CS. pencairan terlalu lama;3;1.0.12
2042;A Google user;bagaimana cara daftar jika saya berada d malaysia ?;3;1.0.12
2046;A Google user;sebenernya bagus dan sgt mudah dan simple makainya tp tiap melakukan pembelian trus upload lwt aplikasinya tp transaksi blm masuk jg meskipun sdh ngu 1x24 jam.hub cs cm bs by email yg sll dibalas lama dan kadang tdk memberikan solusi.tlp ga bs dihubungi.seharusnya ada fitur chat di aplikasinya jd memudahkan kita sebagai pengguna.mohon ditingkatkan lg performanya;3;1.0.12
2047;A Google user;edit profil investor tidak berjalan;3;1.0.12
2061;A Google user;mau daftar lama banget,user interface kurang oke, harusnya bisa di setting ukuran font, terlalu besar menurut saya. tapi produk emang lumayan lebih lengkap.;3;1.0.12
2074;A Google user;Aplikasi terkesan kuno, portfolio sangat banyak, kalau mau top up reksa dana cuma bisa lewat transfer manual BCA. Jadi prosesnya cukup memakan waktu dan kurang efisien, padahal kan zaman sekarang dah banyak alternatif seperti virtual account dll. Pengembalian dana cukup memakan waktu (kira2 1.5 hari), jangan lupa perhatikan perbedaan bank kustodian reksa dana dan bank rekening anda karena biaya transfer ditanggung sendiri;3;1.0.11
2076;A Google user;Akurasi dan reabilitas data yang disajikan perlu ditingkatkan. FYI: hari ini 12-Maret-2019 pukul 13:27WIB terjadi kenaikan harga RDS Simas Saham Unggulan. Dari harga Rp.2018,96/unit ke Rp.7388,00/unit ... Sangat bombastis 256.93%....!!! Ternyata hoax belaka.;3;1.0.11
2078;A Google user;aplikasinya ga update produknya kurang lengkap dan ada yg berbeda nama dari versi website;3;1.0.11
2096;A Google user;kenapa tidak dapat email record penghasilan untung/rugi dari investasi. Karena untuk pelaporan SPT Tahunan. websitenya juga tidak bisa diakses.;3;1.0.11
2102;A Google user;aktivasi akun kok lama ya? sudah daftar dan lewat 1x24 jam tapi akun blm aktif;3;1.0.11
2105;A Google user;"tolong diperbaiki lagi aplikasinya, tiap mau konfirmasi pembayaran selalu muncul notif ""maaf tidak bisa diproses"", harus dipencet terus tombol konfirmasinya sampai bisa diproses";3;1.0.11
2108;A Google user;easier to analyze everything than ipotgo but not advanced enough (pros cons) .. major update in 2019 will be good;3;1.0.11
2112;A Google user;aplikasinya bagus. saya sudah daftar tp sampai skrg blm ada email verifikasi masuk.. sudah beberapa hari..;3;1.0.11
2115;A Google user;"ga bisa buat akun 3 kali no respon -_-"" katanya proses 1x24 jam tp ga jadi mulu...";3;1.0.11
2120;A Google user;Tolong perbanyak pilihan bank untuk inves;3;1.0.11
2121;A Google user;The apps can't show the prospectus and the company's information...what a shame!;3;1.0.11
2124;A Google user;list sahamnya ditambahin dong. kok dikit amat. jgn nanggung bang. kyanya masi ada bnyak saham2 yg bagus, tapi sayang ga masuk ke bareksa;3;1.0.11
2131;A Google user;koneksi terputus...tarik kebawsh untuk memuat ulang......TARIK KEMANA LAGI BROW....KE BAWAH MEJA....;3;1.0.11
2141;A Google user;saya pengguna baru androidone. saat login, app lngsung restart.;3;1.0.11
2143;A Google user;mohon di tambah dengan rekening BNI untuk pembayaran;3;1.0.6
2147;A Google user;sudah bagus dan mudah app, tp apakah pembayaran hny ke bca saja...kalau bgtu pakai jasa pigak ketiga bisa tidak . misal OVO atau flid.id;3;1.0.11
2148;A Google user;Bbrp hari ini ga bs masuk ke apliksi nya.. Connection time error mulu;3;1.0.11
2154;A Google user;It will be 5 star only if they fix the prospectus and fact sheet viewer, I can't see anything. Everything else is good.;3;1.0.11
2158;A Google user;Reksadana sudah oke, tapi kalau bisa di gabung dengan sbn bareksa;3;1.0.11
2169;A Google user;"Tiba2 portfolio tidak muncul, ada tulisan ""koneksi putus..minta refresh"" sudah coba berkali2 refresh tetap gak muncul, udh uninstall dan install lagi juga gak efek kenapa ini min?? kalo cek produk dan simulasi bisa, cuma portfolio aja yg gak muncul tolong respon nya segera..thanks";3;1.0.10
2177;A Google user;Bilang dong ah kalo transfernya kudu ke bank apa di aplikasi, bingung nih. Masa kudu buka email dulu baru ketauan kalo kudu transfer ke BCA;3;1.0.9
2182;A Google user;Hai, kalau boleh tolong tambahkan beberapa bank lain selain BCA untuk membeli reksadananya. Sebagai pengguna Mandiri, potongan harga Rp6.500 cukup membuat berpikir ulang setiap saya hendak membeli/top-up reksadana di Bareksa, karena lebih baik saya membeli langsung via Mandiri Sekuritas.;3;1.0.9
2185;A Google user;Fingerprint authentication biar kenapa ya? Tinggal tekan pilihan cancel udah bisa ke buka. Sama aja boong jadinya;3;1.0.9
2199;A Google user;bareksa has stopped;3;1.0.8
2202;A Google user;fungsi fingerauth sbnernya buat apa sih? kyak gk berguna msa dilewati msih ttp bsa masuk;3;1.0.8
2205;A Google user;Ditambahin lgi bank untuk transfer pembayarannya. Pake virtual account biar lebih mudah;3;1.0.6
2207;A Google user;Ini kenapa ya profile investor dan nomor rekening yg udah di update via website ga sync dengan ada yg di aplikasi???;3;
2210;A Google user;Buat daftar aja susah, daftar dengan email pertama sampe sekarang msih belum d proses, daftar dengan email kedua diproses tapi katanya sudah terdaftar dengan email pertama, dicoba masuk dengn email pertama katanya email belum terdaftar, kok jadi kayak bola gitu ya;3;1.0.6
2211;A Google user;fitur analisa di apps masih minim, yg dibutuhkan adl - returns - risk - return/hari - portfolio investasi - fund factsheet jg harus tampil di detail;3;1.0.6
2213;A Google user;3 dulu bintangnya, tolong ditambahkan bank BNI dong jangan cuma BCA, fee transfernya lumayan juga hehehe;3;1.0.6
2215;A Google user;Informasi reksadana yang disediakan dalam app masih kurang detail jika dibandingkan dengan informasi di web.;3;1.0.6
2218;A Google user;Halo, akun saya belum aktif. Mohon bantuannya ya;3;1.0.6
2233;A Google user;Mau daftar tapi email tidak terdaftar.. lalu bagaimana bisa nih?;3;1.0.6
2240;A Google user;Interface nya kurang menarik;3;
2242;A Google user;Proses dana masuk ke akun sangat lama;3;1.0.6
2253;A Google user;Metode pembayaran tolong ditambah, jangan bank BCA saja;3;1.0.6
2256;A Google user;kenapa forced stop terus setiap lihat simulasi :(;3;
2267;A Google user;Kgk bisa upload foto;3;1.0.6
2268;A Google user;kurang banyak pilihan bank transfernya;3;1.0.6
; gopay;"tcash kedepannya""";3;1.0.6
2274;A Google user;IMO kalo di halaman portofolio dikasih grafik bakal sangat membantu;3;1.0.6
2275;A Google user;Update Fitur Pembayaran Dong, jangan cuma via BCA aja;3;1.0.6
2288;A Google user;SIMULASI TIDAK JALAN BAGUS KALAU 10 TAHUN GITU GA BISA;3;1.0.5
2294;A Google user;Ini lagi down ya servernya?;3;1.0.5
2298;A Google user;untuk aplikasi keuangan semacam ini harusnya sudah memakai virtual account,  bukan lagi pembayaran manual yang harus menunggu konfirmasi yg lumayan lama,  apalagi kalau seperti saya tadi transfer tidak mencantumkan kode referensi order di ATM nya dikarenakan ATM tsb tidak menampilkan isian kode referal,  entah bisa dikonfirmasi atau tidak?  please tindak lanjuti,;3;1.0.5
2300;A Google user;Masih ada beberapa kesalahan.  Cek bagian simulasi. Screenshoot sudah sy kirim via WA.;3;
2301;A Google user;Sering tutup sendiri, BGO-DL09;3;1.0.5
2315;A Google user;Informasi reksadana lengkap, hanya untuk transaksi jual beli msh cukup lama dibandingkan dgn aplikasi reksadana lain;3;1.0.5
2329;A Google user;Sebagai user yang sebelumnya invest reksadana di platform bukareksa lalu pindah ke bareksa, tampilan & cara transfer dana untuk pembelian di bareksa sedikit tertinggal dibandingkan di bukareksa. Bisa nih bareksa belajar ke bukareksa tentang transfer dana pembelian biar kedepannya lebih simpel & gampang waktu transaksi;3;1.0.4
2339;A Google user;"Maaf, saya sudah buat akun via bukareksa dari Bukalapak, apa bs akunnya dipakai? Dan saat sy coba reset password slalu muncul popup ""format email salah"" padahal sy sudah memasukan format yg benar";3;1.0.3
2357;A Google user;Usaha bareksa sudah bagus tapi agak terlambat untuk mengeluarkan app di google play. Masih sering crash aplikasinya, sy user note 5 jadi problem bukan pada spec handphone. Mungkin user interfacenya bisa dibuat agak kecil sehingga informasi yg termuat dalam layar bisa lebih banyak;3;1.0.2
2374;A Google user;Aplikasi ringan dan mudah digunakan. Fitur sort portofolio by keuntungan masih salah;3;
2378;A Google user;Masih sering force close mungkin karena masih baru;3;
14;Prabu Hernanda Setiawan;Kalau boleh kasih saran, please tambahin metode pembayaran pakai gopay. Thanks.;4;
22;Muhammad Romli;Pembayaran via Virtual Akun kalau bisa free lah, soalnya kalau pake manual transfer, konfirmasinya agak lama, jadi sering bikin dag dig dug udah masuk enggak transfernya.;4;2.3.0
